This file contains the monthly mean baseline (background) methane (CH4) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CH4 units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: March 2026
 
YYYY,MM,DD,DATE,CH4(ppb),SD(ppb),GR(ppm/yr),Source
1985,4,15,1985.284932000000,1590.10,2.97720,14.4551,"flask"
1985,5,15,1985.367123000000,1598.08,1.89310,13.1140,"flask"
1985,6,15,1985.452055000000,1602.55,3.27970,11.3761,"flask"
1985,7,15,1985.534247000000,1610.48,4.34980,13.5380,"flask"
1985,8,15,1985.619178000000,1618.04,3.60970,17.0619,"flask"
1985,9,15,1985.704110000000,1619.52,1.88530,17.2240,"flask"
1985,10,15,1985.786301000000,1619.70,2.97370,15.3191,"flask"
1985,11,15,1985.871233000000,1615.40,3.26380,14.8049,"flask"
1985,12,15,1985.953425000000,1606.06,4.81620,16.0381,"flask"
1986,1,15,1986.038356000000,1600.21,1.75380,15.6580,"flask"
1986,2,15,1986.123288000000,1599.05,2.49230,13.9341,"flask"
1986,3,15,1986.200000000000,1599.77,2.65250,13.9110,"flask"
1986,4,15,1986.284932000000,1605.42,2.82760,13.1780,"flask"
1986,5,15,1986.367123000000,1612.89,2.74680,14.1949,"flask"
1986,6,15,1986.452055000000,1618.59,2.25170,16.8579,"flask"
1986,7,15,1986.534247000000,1626.14,3.26180,15.0691,"flask"
1986,8,15,1986.619178000000,1631.97,1.46980,12.4160,"flask"
1986,9,15,1986.704110000000,1633.43,1.56750,12.7789,"flask"
1986,10,15,1986.786301000000,1632.88,1.56060,14.8219,"flask"
1986,11,15,1986.871233000000,1629.60,2.32940,16.1960,"flask"
1986,12,15,1986.953425000000,1622.92,3.50950,14.6420,"flask"
1987,1,15,1987.038356000000,1615.28,2.47920,13.3091,"flask"
1987,2,15,1987.123288000000,1611.46,1.49530,13.4139,"flask"
1987,3,15,1987.200000000000,1612.55,1.91420,13.1071,"flask"
1987,4,15,1987.284932000000,1620.24,3.02370,13.7290,"flask"
1987,5,15,1987.367123000000,1629.08,4.02940,14.2750,"flask"
1987,6,15,1987.452055000000,1633.23,2.39130,14.4960,"flask"
1987,7,15,1987.534247000000,1639.45,3.16320,14.5210,"flask"
1987,8,15,1987.619178000000,1645.39,1.81500,10.9921,"flask"
1987,9,15,1987.704110000000,1646.53,1.54070,9.96301,"flask"
1987,10,15,1987.786301000000,1646.61,1.42490,9.97009,"flask"
1987,11,15,1987.871233000000,1643.87,3.92860,7.95605,"flask"
1987,12,15,1987.953425000000,1637.41,2.85160,9.66602,"flask"
1988,1,15,1988.038251000000,1629.80,3.11050,10.6100,"flask"
1988,2,15,1988.122951000000,1622.46,2.49580,9.70508,"flask"
1988,3,15,1988.202186000000,1622.51,3.42130,11.4230,"flask"
1988,4,15,1988.286885000000,1630.21,4.72240,11.5449,"flask"
1988,5,15,1988.368852000000,1637.04,2.58240,8.15808,"flask"
1988,6,15,1988.453552000000,1642.90,2.71660,6.26208,"flask"
1988,7,15,1988.535519000000,1650.06,2.11380,11.8359,"flask"
1988,8,15,1988.620219000000,1655.09,2.31830,20.2410,"flask"
1988,9,15,1988.704918000000,1657.96,2.07680,17.8900,"flask"
1988,10,15,1988.786885000000,1658.15,1.91150,11.9370,"flask"
1988,11,15,1988.871585000000,1652.03,3.95440,12.8820,"flask"
1988,12,15,1988.953552000000,1643.68,2.57890,14.3939,"flask"
1989,1,15,1989.038356000000,1641.64,2.93560,13.8790,"flask"
1989,2,15,1989.123288000000,1642.70,2.58240,13.4139,"flask"
1989,3,15,1989.200000000000,1640.40,2.14460,11.3359,"flask"
1989,4,15,1989.284932000000,1642.15,2.72250,10.2640,"flask"
1989,5,15,1989.367123000000,1649.92,3.99950,12.5609,"flask"
1989,6,15,1989.452055000000,1657.29,1.96500,13.1990,"flask"
1989,7,15,1989.534247000000,1663.94,2.77320,7.09106,"flask"
1989,8,15,1989.619178000000,1668.51,2.36310,1.59399,"flask"
1989,9,15,1989.704110000000,1669.29,1.94890,4.89099,"flask"
1989,10,15,1989.786301000000,1668.42,2.22650,8.85193,"flask"
1989,11,15,1989.871233000000,1664.59,2.59020,9.37097,"flask"
1989,12,15,1989.953425000000,1656.88,3.70700,8.85010,"flask"
1990,1,15,1990.038356000000,1648.73,2.50300,7.20593,"flask"
1990,2,15,1990.123288000000,1644.29,1.64550,6.25500,"flask"
1990,3,15,1990.200000000000,1645.29,1.65160,7.08301,"flask"
1990,4,15,1990.284932000000,1651.00,2.25680,8.13806,"flask"
1990,5,15,1990.367123000000,1659.29,2.92300,9.23999,"flask"
1990,6,15,1990.452055000000,1666.14,3.74680,8.79004,"flask"
1990,7,15,1990.534247000000,1671.15,2.04540,7.11694,"flask"
1990,8,15,1990.619178000000,1674.76,2.34410,8.28101,"flask"
1990,9,15,1990.704110000000,1676.38,2.46290,9.03003,"flask"
1990,10,15,1990.786301000000,1676.56,1.42890,9.14404,"flask"
1990,11,15,1990.871233000000,1673.83,2.23640,10.1331,"flask"
1990,12,15,1990.953425000000,1665.67,3.47910,9.50598,"flask"
1991,1,15,1991.038356000000,1655.84,2.44800,10.0520,"flask"
1991,2,15,1991.123288000000,1652.57,1.14190,10.6520,"flask"
1991,3,15,1991.200000000000,1654.32,1.52960,12.1520,"flask"
1991,4,15,1991.284932000000,1660.15,3.56040,17.7550,"flask"
1991,5,15,1991.367123000000,1669.43,4.68290,17.1400,"flask"
1991,6,15,1991.452055000000,1675.65,3.50840,14.9680,"flask"
1991,7,15,1991.534247000000,1681.20,2.37610,19.0950,"flask"
1991,8,15,1991.619178000000,1685.41,2.21410,19.9170,"flask"
1991,9,15,1991.704110000000,1688.53,2.19650,18.4880,"flask"
1991,10,15,1991.786301000000,1694.31,4.50020,16.5490,"flask"
1991,11,15,1991.871233000000,1690.97,3.48110,13.2529,"flask"
1991,12,15,1991.953425000000,1680.63,3.25840,13.7059,"flask"
1992,1,15,1992.038251000000,1674.94,2.96860,14.6620,"flask"
1992,2,15,1992.122951000000,1672.49,0.440300,15.1381,"flask"
1992,3,15,1992.202186000000,1672.81,1.72670,13.3530,"flask"
1992,4,15,1992.286885000000,1676.69,1.69720,3.93188,"flask"
1992,5,15,1992.368852000000,1682.68,2.32360,1.47205,"flask"
1992,6,15,1992.453552000000,1689.36,2.62410,5.72693,"flask"
1992,7,15,1992.535519000000,1695.86,2.52550,1.82507,"flask"
1992,8,15,1992.620219000000,1700.55,1.96600,-1.24097,"flask"
1992,9,15,1992.704918000000,1701.88,1.85010,0.505981,"flask"
1992,10,15,1992.786885000000,1698.24,2.32750,2.48706,"flask"
1992,11,15,1992.871585000000,1692.44,3.68080,3.39099,"flask"
1992,12,15,1992.953552000000,1686.36,2.65060,2.18506,"flask"
1993,1,15,1993.038356000000,1676.76,3.53450,0.602051,"flask"
1993,2,15,1993.123288000000,1671.25,1.62470,0.465942,"flask"
1993,3,15,1993.200000000000,1673.32,3.50100,0.571045,"flask"
1993,4,15,1993.284932000000,1679.18,2.62620,2.85303,"flask"
1993,5,15,1993.367123000000,1686.07,3.15090,4.17700,"flask"
1993,6,15,1993.452055000000,1691.54,1.73730,3.31799,"flask"
1993,7,15,1993.534247000000,1696.46,4.40780,4.99292,"flask"
1993,8,15,1993.619178000000,1701.02,1.79470,4.85693,"flask"
1993,9,15,1993.704110000000,1702.45,0.218900,2.54895,"flask"
1993,10,15,1993.786301000000,1701.09,2.34550,2.12000,"flask"
1993,11,15,1993.871233000000,1696.62,2.15290,3.69604,"flask"
1993,12,15,1993.953425000000,1689.68,2.88990,5.66699,"flask"
1994,1,15,1994.038356000000,1681.76,2.31110,6.80994,"flask"
1994,2,15,1994.123288000000,1676.11,2.49580,5.78198,"flask"
1994,3,15,1994.200000000000,1675.86,2.30790,4.45703,"flask"
1994,4,15,1994.284932000000,1681.30,3.23030,6.66504,"flask"
1994,5,15,1994.367123000000,1689.77,3.77330,8.04297,"flask"
1994,6,15,1994.452055000000,1697.21,3.17030,6.88098,"flask"
1994,7,15,1994.534247000000,1703.27,3.02310,8.13000,"flask"
1994,8,15,1994.619178000000,1706.80,2.52440,9.66602,"flask"
1994,9,15,1994.704110000000,1706.91,2.58520,8.71802,"flask"
1994,10,15,1994.786301000000,1707.76,1.27360,7.14099,"flask"
1994,11,15,1994.871233000000,1704.66,2.81320,5.80200,"flask"
1994,12,15,1994.953425000000,1696.56,3.28680,4.18298,"flask"
1995,1,15,1995.038356000000,1689.89,2.47740,2.95605,"flask"
1995,2,15,1995.123288000000,1685.77,1.14510,4.98706,"flask"
1995,3,15,1995.200000000000,1684.58,2.04400,7.91394,"flask"
1995,4,15,1995.284932000000,1688.44,2.10790,6.01794,"flask"
1995,5,15,1995.367123000000,1695.57,3.28070,5.64001,"flask"
1995,6,15,1995.452055000000,1701.39,3.27610,6.44409,"flask"
1995,7,15,1995.534247000000,1706.23,2.23420,3.67505,"flask"
1995,8,15,1995.619178000000,1711.79,2.05590,1.12500,"flask"
1995,9,15,1995.704110000000,1714.82,1.90490,0.220947,"flask"
1995,10,15,1995.786301000000,1713.78,2.41390,1.65796,"flask"
1995,11,15,1995.871233000000,1710.30,2.34210,2.84497,"flask"
1995,12,15,1995.953425000000,1703.00,3.46190,2.33301,"flask"
1996,1,15,1996.038251000000,1693.56,3.37750,2.86499,"flask"
1996,2,15,1996.122951000000,1686.90,2.51680,2.89197,"flask"
1996,3,15,1996.202186000000,1684.80,3.23140,1.81799,"flask"
1996,4,15,1996.286885000000,1690.10,3.12880,1.23303,"flask"
1996,5,15,1996.368852000000,1698.41,2.97270,-0.296997,"flask"
1996,6,15,1996.453552000000,1703.72,2.78890,-0.647095,"flask"
1996,7,15,1996.535519000000,1709.09,2.50110,1.15295,"flask"
1996,8,15,1996.620219000000,1714.68,2.64530,4.53601,"flask"
1996,9,15,1996.704918000000,1716.64,2.15300,10.2841,"flask"
1996,10,15,1996.786885000000,1715.01,2.05170,10.0040,"flask"
1996,11,15,1996.871585000000,1710.01,2.81490,7.12402,"flask"
1996,12,15,1996.953552000000,1702.36,3.08060,8.68298,"flask"
1997,1,15,1997.038356000000,1694.71,2.52440,8.67200,"flask"
1997,2,15,1997.123288000000,1691.43,1.62930,7.68799,"flask"
1997,3,15,1997.200000000000,1695.09,3.08970,6.61597,"flask"
1997,4,15,1997.284932000000,1700.10,2.77370,5.46106,"flask"
1997,5,15,1997.367123000000,1705.54,2.89810,5.93005,"flask"
1997,6,15,1997.452055000000,1712.41,2.02460,8.47900,"flask"
1997,7,15,1997.534247000000,1717.77,2.11040,9.74304,"flask"
1997,8,15,1997.619178000000,1722.37,1.82080,7.37805,"flask"
1997,9,15,1997.704110000000,1723.26,1.70410,2.22095,"flask"
1997,10,15,1997.786301000000,1720.47,2.13490,0.703003,"flask"
1997,11,15,1997.871233000000,1715.94,2.12170,4.06506,"flask"
1997,12,15,1997.953425000000,1710.83,2.36850,5.96704,"flask"
1998,1,15,1998.038356000000,1704.46,2.61400,6.15796,"flask"
1998,2,15,1998.123288000000,1698.81,1.85700,6.60706,"flask"
1998,3,15,1998.200000000000,1697.31,2.26440,9.36707,"flask"
1998,4,15,1998.284932000000,1700.81,3.01490,12.0499,"flask"
1998,5,15,1998.367123000000,1709.60,4.16630,11.9760,"flask"
1998,6,15,1998.452055000000,1718.37,2.42940,9.75305,"flask"
1998,7,15,1998.534247000000,1723.92,3.20620,9.58398,"flask"
1998,8,15,1998.619178000000,1728.97,1.73790,10.9199,"flask"
1998,9,15,1998.704110000000,1732.62,1.94760,11.9070,"flask"
1998,10,15,1998.786301000000,1732.52,1.07660,13.5430,"flask"
1998,11,15,1998.871233000000,1727.91,3.40440,12.7469,"flask"
1998,12,15,1998.953425000000,1720.59,3.02590,11.5189,"flask"
1999,1,15,1999.038356000000,1714.04,2.03640,11.9000,"flask"
1999,2,15,1999.123288000000,1709.73,1.95180,10.0389,"flask"
1999,3,15,1999.200000000000,1709.22,1.99870,8.21997,"flask"
1999,4,15,1999.284932000000,1714.35,2.70940,8.76807,"flask"
1999,5,15,1999.367123000000,1722.35,3.32050,7.79199,"flask"
1999,6,15,1999.452055000000,1729.89,2.70560,5.77197,"flask"
1999,7,15,1999.534247000000,1735.82,2.61560,3.83997,"flask"
1999,8,15,1999.619178000000,1739.01,2.09670,2.17102,"flask"
1999,9,15,1999.704110000000,1740.84,1.43450,2.48706,"flask"
1999,10,15,1999.786301000000,1741.29,1.92780,3.59705,"flask"
1999,11,15,1999.871233000000,1735.70,3.19960,2.60095,"flask"
1999,12,15,1999.953425000000,1726.36,3.22340,2.12109,"flask"
2000,1,15,2000.038251000000,1717.88,3.00640,2.11108,"flask"
2000,2,15,2000.122951000000,1711.90,1.95300,0.824097,"flask"
2000,3,15,2000.202186000000,1711.70,1.94250,-0.302002,"flask"
2000,4,15,2000.286885000000,1717.95,3.78000,-1.01501,"flask"
2000,5,15,2000.368852000000,1724.95,3.11320,-0.187012,"flask"
2000,6,15,2000.453552000000,1732.01,2.67790,0.336060,"flask"
2000,7,15,2000.535519000000,1737.94,2.57190,-0.920898,"flask"
2000,8,15,2000.620219000000,1739.84,1.52130,-1.38501,"flask"
2000,9,15,2000.704918000000,1740.54,1.75500,-1.17505,"flask"
2000,10,15,2000.786885000000,1740.28,1.68300,-2.55298,"flask"
2000,11,15,2000.871585000000,1735.52,3.89390,-1.80396,"flask"
2000,12,15,2000.953552000000,1726.70,3.63370,-0.796021,"flask"
2001,1,15,2001.038356000000,1716.96,2.98110,-0.777100,"flask"
2001,2,15,2001.123288000000,1710.52,1.47720,0.396973,"flask"
2001,3,15,2001.200000000000,1710.53,1.98950,0.828979,"flask"
2001,4,15,2001.284932000000,1715.39,2.30480,-1.37805,"flask"
2001,5,15,2001.367123000000,1723.15,2.62360,-3.52502,"flask"
2001,6,15,2001.452055000000,1731.22,3.21240,-2.82300,"flask"
2001,7,15,2001.534247000000,1737.16,1.70590,-1.51904,"flask"
2001,8,15,2001.619178000000,1740.23,1.80310,0.564087,"flask"
2001,9,15,2001.704110000000,1741.37,1.68470,1.64209,"flask"
2001,10,15,2001.786301000000,1738.90,2.29570,1.84998,"flask"
2001,11,15,2001.871233000000,1731.99,3.63050,1.64404,"flask"
2001,12,15,2001.953425000000,1723.87,3.87010,1.32898,"flask"
2002,1,15,2002.038356000000,1715.44,2.35850,1.41199,"flask"
2002,2,15,2002.123288000000,1711.08,1.05750,1.51001,"flask"
2002,3,15,2002.200000000000,1712.17,2.58300,1.35706,"flask"
2002,4,15,2002.284932000000,1717.24,2.06380,2.83899,"flask"
2002,5,15,2002.367123000000,1724.79,2.86870,5.15002,"flask"
2002,6,15,2002.452055000000,1732.55,2.97600,4.64197,"flask"
2002,7,15,2002.534247000000,1738.57,2.00200,3.58398,"flask"
2002,8,15,2002.619178000000,1741.74,2.14720,1.77795,"flask"
2002,9,15,2002.704110000000,1742.73,0.769100,0.141968,"flask"
2002,10,15,2002.786301000000,1741.74,1.73830,1.16504,"flask"
2002,11,15,2002.871233000000,1737.14,2.36870,1.87598,"flask"
2002,12,15,2002.953425000000,1728.52,3.36560,-0.131958,"flask"
2003,1,15,2003.038356000000,1719.03,2.69250,-1.49500,"flask"
2003,2,15,2003.123288000000,1712.86,1.66140,0.0599365,"flask"
2003,3,15,2003.200000000000,1712.31,1.88690,1.75293,"flask"
2003,4,15,2003.284932000000,1718.41,2.67170,0.574097,"flask"
2003,5,15,2003.367123000000,1726.67,2.55430,-1.20801,"flask"
2003,6,15,2003.452055000000,1732.42,2.96930,0.754028,"flask"
2003,7,15,2003.534247000000,1737.07,1.78150,2.01904,"flask"
2003,8,15,2003.619178000000,1741.80,1.57680,0.401001,"flask"
2003,9,15,2003.704110000000,1744.48,1.64420,-1.40503,"flask"
2003,10,15,2003.786301000000,1742.31,2.12420,-2.00208,"flask"
2003,11,15,2003.871233000000,1735.93,2.94600,-1.57202,"flask"
2003,12,15,2003.953425000000,1729.27,3.04530,-0.749023,"flask"
2004,1,15,2004.038251000000,1721.05,2.78970,1.23108,"flask"
2004,2,15,2004.122951000000,1713.26,2.27940,1.21204,"flask"
2004,3,15,2004.202186000000,1710.91,2.76960,-1.31396,"flask"
2004,4,15,2004.286885000000,1716.41,3.34920,-1.27002,"flask"
2004,5,15,2004.368852000000,1725.09,2.98830,-1.19592,"flask"
2004,6,15,2004.453552000000,1731.67,2.84240,-3.22705,"flask"
2004,7,15,2004.535519000000,1738.31,2.75870,-3.60107,"flask"
2004,8,15,2004.620219000000,1743.02,2.06080,-1.81799,"flask"
2004,9,15,2004.704918000000,1743.17,1.91270,0.646973,"flask"
2004,10,15,2004.786885000000,1741.04,1.87120,0.763062,"flask"
2004,11,15,2004.871585000000,1734.74,2.85630,0.254028,"flask"
2004,12,15,2004.953552000000,1726.04,3.79540,-0.708008,"flask"
2005,1,15,2005.038356000000,1717.44,2.86340,-3.21008,"flask"
2005,2,15,2005.123288000000,1711.44,1.91990,-2.70605,"flask"
2005,3,15,2005.200000000000,1711.55,3.18320,-1.32800,"flask"
2005,4,15,2005.284932000000,1717.17,2.21700,-0.780029,"flask"
2005,5,15,2005.367123000000,1725.35,3.88920,1.19299,"flask"
2005,6,15,2005.452055000000,1730.96,1.33440,1.96899,"flask"
2005,7,15,2005.534247000000,1735.10,3.41030,1.12000,"flask"
2005,8,15,2005.619178000000,1740.31,1.87690,0.520020,"flask"
2005,9,15,2005.704110000000,1741.84,0.907100,0.362061,"flask"
2005,10,15,2005.786301000000,1740.26,3.68650,0.0780029,"flask"
2005,11,15,2005.871233000000,1735.93,1.82390,-2.08704,"flask"
2005,12,15,2005.953425000000,1728.01,3.23200,-1.45801,"flask"
2006,1,15,2006.038356000000,1718.56,4.35160,-0.256958,"flask"
2006,2,15,2006.123288000000,1711.96,3.55540,-2.40295,"flask"
2006,3,15,2006.200000000000,1711.92,2.50800,-1.58594,"flask"
2006,4,15,2006.284932000000,1717.25,2.32710,-0.196045,"flask"
2006,5,15,2006.367123000000,1723.26,3.23060,-0.195068,"flask"
2006,6,15,2006.452055000000,1729.50,2.12090,-0.234985,"flask"
2006,7,15,2006.534247000000,1734.84,3.95380,-0.403931,"flask"
2006,8,15,2006.619178000000,1737.91,2.83590,0.673950,"flask"
2006,9,15,2006.704110000000,1740.25,1.74790,1.99097,"flask"
2006,10,15,2006.786301000000,1740.06,2.30430,2.91797,"flask"
2006,11,15,2006.871233000000,1735.73,3.92420,4.77307,"flask"
2006,12,15,2006.953425000000,1727.78,2.95260,6.66895,"flask"
2007,1,15,2007.038356000000,1718.16,2.63330,7.60303,"flask"
2007,2,15,2007.123288000000,1712.64,1.86970,7.70300,"flask"
2007,3,15,2007.200000000000,1713.91,2.32810,8.20398,"flask"
2007,4,15,2007.284932000000,1720.17,2.18720,8.71606,"flask"
2007,5,15,2007.367123000000,1728.03,2.87560,8.31104,"flask"
2007,6,15,2007.452055000000,1736.17,3.10150,8.91797,"flask"
2007,7,15,2007.534247000000,1742.44,2.57000,11.2710,"flask"
2007,8,15,2007.619178000000,1745.61,1.56450,11.8920,"flask"
2007,9,15,2007.704110000000,1748.46,2.02270,11.9910,"flask"
2007,10,15,2007.786301000000,1748.78,1.71330,12.6749,"flask"
2007,11,15,2007.871233000000,1744.05,2.36250,10.0709,"flask"
2007,12,15,2007.953425000000,1736.69,2.50090,6.22009,"flask"
2008,1,15,2008.038251000000,1729.43,2.76060,7.99097,"flask"
2008,2,15,2008.122951000000,1724.53,2.03640,10.3979,"flask"
2008,3,15,2008.202186000000,1725.90,3.52280,7.43091,"flask"
2008,4,15,2008.286885000000,1732.84,4.14040,5.82898,"flask"
2008,5,15,2008.368852000000,1738.10,1.68950,5.18396,"flask"
2008,6,15,2008.453552000000,1742.39,2.90350,2.13904,"flask"
2008,7,15,2008.535519000000,1750.43,3.39350,1.14502,"flask"
2008,8,15,2008.620219000000,1756.01,1.43150,1.77405,"flask"
2008,9,15,2008.704918000000,1755.89,2.20210,0.791992,"flask"
2008,10,15,2008.786885000000,1754.61,2.37790,-0.560913,"flask"
2008,11,15,2008.871585000000,1749.23,3.99260,0.846069,"flask"
2008,12,15,2008.953552000000,1738.83,3.55650,3.57092,"flask"
2009,1,15,2009.038356000000,1730.58,3.79880,2.51697,"flask"
2009,2,15,2009.123288000000,1726.30,0.737100,2.29102,"flask"
2009,3,15,2009.200000000000,1726.69,2.10740,4.41809,"flask"
2009,4,15,2009.284932000000,1732.28,2.44740,4.56494,"flask"
2009,5,15,2009.367123000000,1738.95,3.81520,4.48108,"flask"
2009,6,15,2009.452055000000,1745.96,4.15390,4.57898,"flask"
2009,7,15,2009.534247000000,1752.95,2.62570,4.92896,"flask"
2009,8,15,2009.619178000000,1758.30,1.59330,5.80603,"flask"
2009,9,15,2009.704110000000,1760.31,1.62660,5.61304,"flask"
2009,10,15,2009.786301000000,1759.17,1.60540,4.41895,"flask"
2009,11,15,2009.871233000000,1753.71,2.91050,3.42297,"flask"
2009,12,15,2009.953425000000,1743.41,3.67150,5.75806,"flask"
2010,1,15,2010.038356000000,1735.51,2.34120,9.21399,"flask"
2010,2,15,2010.123288000000,1732.11,1.16520,7.68103,"flask"
2010,3,15,2010.200000000000,1732.30,2.33720,5.76599,"flask"
2010,4,15,2010.284932000000,1736.70,1.60530,6.33801,"flask"
2010,5,15,2010.367123000000,1742.37,2.27090,8.10999,"flask"
2010,6,15,2010.452055000000,1751.72,3.94510,10.9971,"flask"
2010,7,15,2010.534247000000,1762.16,3.07820,9.76904,"flask"
2010,8,15,2010.619178000000,1765.98,1.39160,7.74292,"flask"
2010,9,15,2010.704110000000,1766.07,1.40960,10.1940,"flask"
2010,10,15,2010.786301000000,1765.51,1.10380,13.3101,"flask"
2010,11,15,2010.871233000000,1761.82,1.73360,11.4030,"flask"
2010,12,15,2010.953425000000,1754.41,3.35290,6.43201,"flask"
2011,1,15,2011.038356000000,1745.27,3.32430,3.26904,"flask"
2011,2,15,2011.123288000000,1739.85,1.00150,4.47900,"flask"
2011,3,15,2011.200000000000,1742.50,2.27130,6.95300,"flask"
2011,4,15,2011.284932000000,1750.01,1.83460,7.01807,"flask"
2011,5,15,2011.367123000000,1753.78,4.11500,5.15894,"flask"
2011,6,15,2011.452055000000,1758.15,2.28650,3.43494,"flask"
2011,7,15,2011.534247000000,1765.43,2.86650,4.16589,"flask"
2011,8,15,2011.619178000000,1770.46,1.19390,4.22400,"flask"
2011,9,15,2011.704110000000,1773.03,1.23400,1.25000,"flask"
2011,10,15,2011.786301000000,1772.53,1.39760,0.106934,"flask"
2011,11,15,2011.871233000000,1766.98,2.67110,3.72107,"flask"
2011,12,15,2011.953425000000,1757.84,2.82260,5.60400,"flask"
2012,1,15,2012.038251000000,1749.44,2.22720,4.99597,"flask"
2012,2,15,2012.122951000000,1744.07,2.13950,5.11401,"flask"
2012,3,15,2012.202186000000,1743.75,1.84630,4.91602,"flask"
2012,4,15,2012.286885000000,1750.12,2.74930,4.05798,"flask"
2012,5,15,2012.368852000000,1757.50,2.01420,5.03906,"flask"
2012,6,15,2012.453552000000,1763.75,2.12260,5.76306,"flask"
2012,7,15,2012.535519000000,1770.43,2.47910,2.89307,"flask"
2012,8,15,2012.620219000000,1775.57,1.70210,3.17102,"flask"
2012,9,15,2012.704918000000,1777.94,1.27440,4.89807,"flask"
2012,10,15,2012.786885000000,1776.59,1.33740,3.37305,"flask"
2012,11,15,2012.871585000000,1772.02,2.11130,3.84497,"flask"
2012,12,15,2012.953552000000,1763.61,3.34270,6.37695,"flask"
2013,1,15,2013.038360000000,1752.33,2.69200,5.34009,"in situ"
2013,2,15,2013.123290000000,1747.25,0.851000,3.91504,"in situ"
2013,3,15,2013.200000000000,1748.65,1.27200,3.70996,"in situ"
2013,4,15,2013.284930000000,1753.49,1.93000,3.19800,"in situ"
2013,5,15,2013.367120000000,1761.34,2.84000,1.91199,"in situ"
2013,6,15,2013.452050000000,1770.13,2.32400,1.87292,"in situ"
2013,7,15,2013.534250000000,1775.77,1.44000,3.95398,"in situ"
2013,8,15,2013.619180000000,1779.49,1.15100,4.46509,"in situ"
2013,9,15,2013.704110000000,1781.65,0.525000,5.65601,"in situ"
2013,10,15,2013.786300000000,1779.79,1.37300,7.41504,"in situ"
2013,11,15,2013.871230000000,1773.93,2.20700,8.15198,"in situ"
2013,12,15,2013.953420000000,1765.48,2.85000,9.46899,"in situ"
2014,1,15,2014.038360000000,1756.29,2.43800,11.4760,"in situ"
2014,2,15,2014.123290000000,1751.71,0.708000,11.4740,"in situ"
2014,3,15,2014.200000000000,1754.30,1.73200,10.7330,"in situ"
2014,4,15,2014.284930000000,1760.90,2.25100,11.5070,"in situ"
2014,5,15,2014.367120000000,1769.49,2.98700,12.6360,"in situ"
2014,6,15,2014.452050000000,1779.60,2.92500,13.3240,"in situ"
2014,7,15,2014.534250000000,1787.24,1.73900,13.7430,"in situ"
2014,8,15,2014.619180000000,1790.96,1.01700,13.4010,"in situ"
2014,9,15,2014.704110000000,1792.38,0.432000,12.8590,"in situ"
